collision_index,vehicle_reference,vehicle_type,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,sex_of_driver,age_band_of_driver
46476,1,9,9,1,7,2,8
46477,1,9,18,8,4,1,7
46478,1,9,5,5,1,2,6
46479,2,9,18,3,7,1,7
46480,1,9,18,7,3,1,7
46481,2,9,18,7,3,2,5
46482,1,9,18,4,8,1,6
46483,2,1,18,4,8,1,5
46484,1,4,9,8,4,1,6
46485,2,9,18,4,8,3,-1
46486,1,9,18,8,4,1,6
46487,2,9,18,8,4,2,7
46488,1,9,4,3,5,2,8
46489,2,90,5,4,1,2,3
46490,1,11,18,8,4,1,7
46491,2,98,7,8,3,1,7
46492,1,9,18,8,4,1,4
46493,2,9,18,8,4,1,5
46494,1,9,18,1,2,2,6
46495,2,3,18,5,4,1,6
46496,1,9,18,2,7,1,10
46497,2,9,7,4,6,2,11
46498,1,9,18,6,2,2,7
46499,1,98,18,5,8,1,8
46500,1,9,18,3,7,2,7
46501,1,9,18,3,7,2,7
46502,2,9,4,3,7,1,11
46503,1,9,18,8,4,1,4
46504,1,9,18,8,4,1,8
46505,1,11,5,3,7,3,-1
46506,2,20,5,7,3,3,-1
46507,1,9,18,5,4,1,7
46508,1,9,18,1,5,1,10
46509,1,9,18,3,7,2,6
46510,1,9,18,2,6,2,9
46511,2,19,18,8,4,1,7
46512,1,20,18,3,7,1,6
46513,2,19,4,3,7,1,6
46514,1,9,10,2,6,1,6
46515,2,19,18,2,6,2,7
46516,1,9,18,6,2,1,10
46517,1,9,1,8,8,2,11
46518,1,9,18,5,1,1,7
46519,2,9,18,5,1,1,4
46520,3,9,18,5,1,1,8
46521,1,9,18,3,7,1,8
46522,1,98,18,1,1,1,9
46523,2,19,2,1,1,1,9
46524,1,9,18,3,7,2,8
46525,2,8,2,0,0,1,8
46526,1,3,18,4,8,1,7
46527,2,9,9,4,2,1,7
46528,1,9,18,4,8,2,6
46529,1,9,18,1,5,1,-1
46530,2,9,18,6,2,1,-1
46531,1,9,3,7,3,2,6
46532,2,19,3,7,3,1,7
46533,3,9,4,7,3,2,5
46534,1,11,4,1,6,3,-1
46535,1,23,9,1,3,1,5
46536,2,19,9,3,4,1,6
46537,1,19,8,7,1,1,4
46538,2,9,18,5,1,2,8
46539,1,9,16,7,3,1,4
46540,1,9,18,1,5,1,6
46541,1,9,18,1,5,2,9
46542,2,9,5,2,5,2,5
46543,1,9,18,5,1,1,6
46544,1,9,9,8,4,2,8
46545,1,97,18,5,1,1,5
46546,2,97,18,5,1,3,-1
46547,1,1,18,2,6,1,3
46548,2,18,18,3,7,1,9
46549,1,9,18,7,3,1,6
46550,2,9,18,6,1,2,9
46551,1,9,18,1,5,1,10
46552,1,9,5,1,5,2,7
46553,2,11,5,5,1,1,6
46554,1,19,18,8,4,1,6
46555,2,19,10,8,6,2,6
46556,1,9,9,5,4,1,10
46557,2,9,18,8,4,2,5
46558,1,9,5,1,5,2,7
46559,2,5,18,1,5,1,6
46560,1,3,5,1,5,1,5
46561,2,9,4,1,5,1,6
46562,1,5,4,7,3,1,9
46563,1,18,5,1,5,1,7
46564,1,9,18,8,4,1,7
46565,2,9,4,8,4,2,7
46566,1,21,1,6,2,1,6
46567,2,9,2,2,6,1,9
46568,1,1,5,5,1,1,4
46569,2,9,18,1,5,1,7
46570,1,9,18,1,5,1,6
46571,2,90,9,1,5,1,8
46572,1,9,18,5,5,2,8
46573,2,1,18,3,7,1,2
46574,1,9,18,1,5,1,7
46575,1,9,5,2,6,2,10
46576,2,5,18,2,6,1,7
46577,1,9,15,2,6,1,8
46578,2,5,9,2,6,1,7
46579,1,9,2,7,3,2,7
46580,1,9,9,3,7,1,4
46581,2,9,18,7,3,1,8
46582,3,9,18,7,3,1,7
46583,1,9,18,5,1,2,8
46584,2,9,9,2,8,1,10
46585,1,9,4,8,2,2,5
46586,2,9,9,3,4,3,-1
46587,1,11,5,3,7,1,8
46588,1,21,12,2,3,1,-1
46589,2,9,18,1,3,2,5
46590,1,8,5,3,7,1,7
46591,1,8,4,5,1,1,-1
46592,1,11,18,4,8,1,8
46593,1,9,10,1,3,2,6
46594,2,3,18,5,3,1,7
46595,1,11,18,1,5,1,10
46596,1,9,18,4,8,1,9
46597,2,9,18,4,8,1,-1
46598,1,11,4,4,8,2,9
46599,1,19,14,3,7,1,6
46600,1,9,18,2,6,1,6
46601,2,9,9,4,2,1,10
46602,3,9,18,6,2,2,9
46603,1,9,6,3,3,1,7
46604,2,1,18,3,7,1,4
46605,1,9,4,4,8,1,6
46606,2,9,18,4,8,1,8
46607,1,90,18,-1,-1,1,7
46608,1,9,18,1,5,2,6
46609,2,98,5,7,5,1,5
46610,1,9,18,8,4,2,8
46611,2,9,9,4,1,1,6
46612,1,1,18,6,2,1,3
46613,2,9,18,6,2,2,10
46614,1,9,18,3,7,1,4
46615,1,5,3,4,8,1,11
46616,2,9,9,7,4,1,6
46617,1,9,9,5,3,1,7
46618,2,8,18,7,3,1,8
46619,1,9,18,7,3,1,6
46620,2,8,3,7,3,1,8
46621,1,9,3,5,1,1,8
46622,2,9,3,5,1,1,6
46623,3,19,14,5,1,1,5
46624,1,9,18,7,3,2,7
46625,1,9,12,5,1,1,8
46626,2,9,18,5,1,2,7
46627,1,9,4,3,7,1,5
46628,2,9,4,7,3,2,8
46629,3,9,4,7,3,2,7
46630,4,9,4,7,3,1,6
46631,5,9,4,7,3,2,8
46632,6,9,4,7,3,1,7
46633,1,9,18,7,3,1,8
46634,1,98,18,2,6,3,-1
46635,2,1,18,2,6,1,7
46636,1,9,18,3,7,1,6
46637,2,19,18,3,7,3,-1
46638,1,98,18,6,2,1,8
46639,2,9,3,6,2,1,6
46640,1,90,18,-1,-1,1,6
46641,1,9,9,7,5,1,6
46642,1,9,18,2,6,1,7
46643,2,9,10,2,6,2,6
46644,1,9,18,6,2,1,6
46645,2,9,10,6,4,2,7
46646,1,11,18,6,2,1,7
46647,1,9,18,3,7,2,6
46648,1,9,18,7,3,1,6
46649,1,19,2,7,4,1,6
46650,2,9,9,7,4,2,8
46651,1,9,5,2,4,2,9
46652,1,9,18,6,2,1,4
46653,2,9,18,6,2,1,6
46654,1,9,18,7,3,1,7
46655,1,9,18,1,4,2,8
46656,2,9,5,1,4,1,7
46657,1,9,4,2,6,1,-1
46658,2,9,2,0,0,1,8
46659,203,9,18,5,1,1,8
46660,1,9,18,6,6,2,7
46661,2,8,18,6,6,1,7
46662,3,9,18,1,8,2,5
46663,1,9,9,1,5,3,-1
46664,2,5,9,1,5,1,6
46665,1,1,18,3,7,1,4
46666,2,9,18,1,3,1,6
46667,1,9,18,4,8,1,6
46668,2,1,18,2,6,1,6
46669,1,9,18,2,6,2,6
46670,2,21,5,6,2,1,7
46671,1,9,5,7,3,2,9
46672,2,1,18,3,7,1,9
46673,1,9,18,8,4,2,6
46674,1,9,18,5,1,1,10
46675,1,9,9,5,2,1,8
46676,2,9,18,7,3,1,9
46677,1,9,7,3,6,1,4
46678,2,9,18,2,7,2,5
46679,1,4,3,4,7,1,8
46680,2,9,18,4,7,2,5
46681,1,9,9,8,5,1,11
46682,1,9,4,3,7,1,8
46683,1,9,18,6,2,1,7
46684,2,9,18,2,6,3,-1
46685,1,9,18,3,3,2,10
46686,2,9,18,1,1,1,8
46687,1,9,7,3,8,2,7
46688,2,9,10,6,3,2,4
46689,1,9,1,6,2,3,-1
46690,1,1,18,6,2,1,-1
46691,1,90,18,-1,-1,1,6
46692,2,9,-1,-1,-1,1,-1
46693,1,9,18,8,4,1,6
46694,2,18,18,6,2,2,6
46695,1,11,18,4,8,1,8
46696,1,1,18,2,6,1,8
46697,2,9,9,7,6,2,7
46698,1,21,18,3,7,3,-1
46699,1,9,18,4,8,2,6
46700,2,3,18,4,8,1,7
46701,1,9,18,4,8,3,-1
46702,2,90,18,1,5,1,3
46703,1,9,18,3,7,1,6
46704,2,23,18,5,1,1,4
46705,1,9,18,1,5,2,6
46706,2,9,9,3,1,2,5
46707,1,18,18,1,5,1,9
46708,1,11,4,6,2,1,9
46709,1,9,18,2,6,1,5
46710,1,9,9,6,4,1,8
46711,2,90,18,8,4,1,7
46712,1,21,10,1,5,1,8
46713,1,9,7,5,7,2,4
46714,1,9,18,1,7,1,6
46715,1,3,18,6,2,1,5
46716,2,9,9,4,6,2,6
46717,1,9,9,4,2,2,7
46718,1,19,18,6,2,1,7
46719,2,19,9,4,2,1,7
46720,1,9,9,5,4,2,4
46721,2,9,18,1,1,1,8
46722,1,90,18,3,5,1,-1
46723,1,9,4,7,3,2,8
46724,1,9,18,2,6,1,7
46725,2,9,18,8,4,2,4
46726,1,9,18,1,5,2,9
46727,1,9,3,3,5,3,6
46728,1,9,9,8,5,1,6
46729,2,9,9,5,2,1,7
46730,1,9,1,2,6,3,11
46731,2,9,2,2,7,2,10
46732,1,11,14,5,1,1,5
46733,2,9,18,1,5,3,6
46734,1,11,4,3,7,1,6
46735,1,9,18,6,2,1,8
46736,2,9,18,3,8,1,7
46737,1,98,18,1,5,1,6
46738,1,9,18,1,5,1,7
46739,1,11,5,1,4,1,9
46740,1,9,4,4,8,1,6
46741,2,98,18,4,8,1,6
46742,1,3,18,5,1,1,4
46743,1,9,4,3,7,2,9
46744,2,3,18,3,7,1,4
46745,1,11,2,1,4,2,7
46746,1,1,3,7,3,1,6
46747,2,8,18,7,3,1,7
46748,1,9,18,2,6,1,11
46749,2,9,2,4,2,3,-1
46750,1,9,18,6,2,1,11
46751,2,9,7,4,7,1,4
46752,3,9,18,3,7,1,9
46753,1,9,12,7,3,1,5
46754,2,9,4,7,3,2,6
46755,1,9,5,3,7,2,7
46756,2,9,18,5,2,1,5
46757,1,9,18,4,8,1,-1
46758,1,9,18,6,2,2,9
46759,1,9,18,1,5,1,4
46760,2,9,18,7,3,1,8
46761,1,3,18,5,1,1,6
46762,2,9,2,5,1,2,7
46763,1,9,12,5,1,2,7
46764,2,9,18,5,1,2,5
46765,1,9,9,1,6,2,6
46766,2,1,18,8,4,1,6
46767,1,9,18,7,3,2,6
46768,2,9,2,0,0,2,7
46769,3,9,2,0,0,2,8
46770,4,9,2,0,0,2,7
46771,1,9,18,5,1,2,8
46772,2,9,2,0,0,3,-1
46773,3,9,2,0,0,3,-1
46774,4,9,2,0,0,3,-1
46775,1,9,18,2,2,1,8
46776,2,9,18,6,6,1,4
46777,1,9,1,1,4,1,6
46778,2,9,18,1,4,1,7
46779,1,19,18,-1,-1,1,-1
46780,1,9,1,7,2,3,-1
46781,2,9,18,6,2,1,9
46782,1,9,13,2,6,1,5
46783,2,9,18,2,6,1,6
46784,1,9,4,3,7,3,-1
46785,2,9,2,0,0,2,8
46786,1,19,18,8,4,1,7
46787,2,9,12,8,4,2,4
46788,1,9,7,3,6,1,5
46789,2,9,18,2,6,2,10
46790,1,9,9,6,2,1,6
46791,2,9,18,2,6,1,8
46792,1,5,18,1,5,1,6
46793,1,9,18,5,1,1,5
46794,2,9,18,5,1,2,4
46795,3,9,18,5,1,1,9
46796,4,9,18,5,1,2,6
46797,1,11,18,1,5,2,7
46798,1,9,18,3,7,1,7
46799,2,9,9,5,3,1,9
46800,1,9,18,1,5,1,6
46801,1,9,18,7,7,1,6
46802,2,9,9,7,7,2,7
46803,1,9,7,1,7,2,9
46804,2,3,18,7,7,1,7
46805,1,9,4,4,8,2,7
46806,2,9,4,4,8,2,6
46807,1,9,3,4,8,2,6
46808,2,9,3,4,8,1,7
46809,3,9,18,4,8,1,11
46810,1,9,4,5,2,1,8
46811,1,9,18,7,3,1,6
46812,2,9,18,5,1,1,7
46813,1,9,18,1,2,1,4
46814,1,4,12,1,4,1,6
46815,2,9,18,8,4,1,8
46816,1,9,8,3,5,2,9
46817,2,2,18,3,7,1,4
46818,1,9,18,6,2,3,-1
46819,2,9,18,6,2,2,-1
46820,1,9,18,3,7,1,7
46821,2,9,18,7,3,1,6
46822,1,9,-1,-1,-1,2,6
46823,1,9,9,2,6,1,11
46824,2,5,18,6,2,1,9
46825,1,-1,18,-1,-1,1,-1
46826,2,90,18,-1,-1,2,3
46827,1,9,18,1,5,2,5
46828,1,9,4,5,1,1,6
46829,1,9,18,5,1,2,6
46830,1,9,18,2,3,1,9
46831,2,9,18,1,2,2,6
46832,1,9,4,3,7,1,6
46833,1,9,9,7,5,2,7
46834,2,1,18,3,7,2,6
46835,1,9,18,1,1,1,11
46836,1,9,18,1,4,2,9
46837,2,9,5,3,1,2,5
46838,1,11,18,4,2,1,9
46839,1,19,9,5,1,1,6
46840,2,9,10,5,1,1,8
46841,1,9,4,5,1,1,6
46842,2,8,18,5,1,1,9
46843,3,9,18,5,1,2,6
46844,1,9,18,4,4,1,9
46845,2,9,18,8,8,1,4
46846,1,5,13,7,3,1,5
46847,2,9,9,7,5,1,5
46848,1,9,18,5,1,1,6
46849,2,9,18,1,5,3,-1
46850,1,9,18,4,8,2,7
46851,2,9,5,3,5,2,7
46852,1,9,8,5,1,2,7
46853,2,9,18,5,1,2,7
46854,1,9,18,1,3,2,4
46855,2,9,18,3,7,1,5
46856,4,9,2,0,0,1,8
46857,1,9,3,2,6,2,6
46858,2,9,3,1,6,1,10
46859,3,9,3,1,6,1,-1
46860,1,5,5,1,1,1,9
46861,2,9,3,1,1,1,4
46862,1,9,5,3,7,2,6
46863,2,21,-1,-1,-1,1,-1
46864,1,9,18,5,1,1,4
46865,2,9,5,7,1,2,8
46866,1,9,4,3,8,2,7
46867,2,9,4,3,8,2,4
46868,3,9,4,3,8,1,8
46869,1,9,6,7,7,2,7
46870,1,9,18,1,5,1,7
46871,1,9,18,3,7,1,6
46872,2,1,18,7,3,1,7
46873,1,9,4,8,4,1,6
46874,2,9,4,7,4,1,5
46875,1,9,4,7,3,2,6
46876,2,9,2,7,7,1,6
46877,1,9,18,3,7,2,8
46878,1,9,18,7,3,1,6
46879,2,9,18,3,7,2,6
46880,1,9,2,2,2,1,7
46881,2,9,15,2,5,1,9
46882,1,9,18,1,5,1,7
46883,2,8,9,2,8,1,9
46884,1,9,18,3,7,1,6
46885,2,9,2,0,0,3,-1
46886,3,9,2,0,0,3,-1
46887,1,19,12,2,6,3,-1
46888,2,9,14,2,6,2,10
46889,1,9,15,1,5,1,7
46890,2,9,18,5,1,2,6
46891,1,9,7,8,2,3,-1
46892,2,1,18,8,4,2,9
46893,1,5,9,2,7,1,7
46894,1,9,5,7,3,1,7
46895,2,9,4,7,3,1,10
46896,1,9,18,4,8,2,6
46897,1,9,18,8,4,1,8
46898,2,19,4,8,4,1,8
46899,3,9,4,8,4,2,10
46900,1,11,18,3,7,1,10
46901,2,98,9,7,3,1,6
46902,1,9,14,1,2,2,7
46903,1,9,5,5,1,1,7
46904,1,9,5,7,3,2,7
46905,1,9,18,5,1,3,-1
46906,2,1,18,5,1,1,5
46907,1,98,18,3,7,1,8
46908,2,21,18,5,1,1,8
46909,1,90,18,6,2,1,7
46910,1,9,18,3,7,2,8
46911,1,11,3,8,4,1,6
46912,1,9,7,8,6,1,9
46913,2,1,18,8,4,1,3
46914,1,9,18,1,2,1,-1
46915,1,3,3,3,5,1,9
46916,2,9,5,3,5,3,6
46917,1,9,7,1,5,1,11
46918,2,9,18,1,5,2,5
46919,1,1,12,5,1,3,-1
46920,2,11,12,5,1,1,6
46921,1,9,18,5,1,1,6
46922,1,5,18,7,3,1,8
46923,1,9,1,6,6,1,7
46924,2,9,2,0,0,3,-1
46925,3,9,2,0,0,3,-1
46926,1,9,18,3,7,2,6
46927,2,3,5,2,1,1,6
46928,1,9,18,6,1,2,4
46929,2,9,18,3,6,2,9
46930,1,9,-1,7,-1,2,7
46931,2,9,18,-1,-1,1,-1
46932,1,11,18,1,5,1,6
46933,1,9,18,0,0,3,8
46934,2,17,18,1,5,3,-1
46935,3,9,2,5,1,1,10
46936,1,9,18,1,5,2,7
46937,1,9,5,7,3,1,8
46938,2,1,5,5,1,1,8
46939,1,9,18,7,3,1,4
46940,2,9,18,5,1,1,11
46941,1,9,18,3,7,1,7
46942,1,9,18,2,5,1,6
46943,1,9,7,7,3,1,6
46944,2,1,18,7,3,1,6
46945,1,1,18,3,7,3,-1
46946,1,9,5,7,5,2,8
46947,2,9,18,5,1,1,8
46948,1,9,5,8,5,2,10
46949,1,9,18,8,4,3,-1
46950,1,9,9,7,4,1,10
46951,1,9,9,1,5,2,6
46952,1,9,1,1,5,1,7
46953,2,9,3,1,5,2,8
46954,3,9,3,1,5,1,9
46955,1,9,4,3,3,1,7
46956,2,9,18,7,3,2,4
46957,1,9,3,6,2,2,7
46958,2,11,18,2,6,3,-1
46959,1,9,18,3,7,1,6
46960,2,9,18,4,8,1,9
46961,1,9,18,1,5,1,9
46962,1,19,5,3,7,1,7
46963,1,9,7,5,8,2,6
46964,1,9,9,6,2,1,11
46965,2,23,13,6,8,1,6
46966,1,9,1,7,3,1,11
46967,2,9,2,7,3,2,10
46968,1,9,18,7,3,2,8
46969,2,9,4,7,3,1,6
46970,1,19,18,6,2,1,10
46971,2,98,18,6,2,1,8
46972,3,9,11,5,2,3,8
46973,4,9,11,5,2,3,8
46974,1,9,6,1,5,1,7
46975,2,1,18,1,5,1,7
46976,1,9,18,5,1,3,6
46977,2,9,3,4,8,1,8
46978,1,2,18,5,1,1,4
46979,2,9,9,3,5,2,6
46980,1,9,18,8,4,3,-1
46981,2,1,18,-1,-1,1,4
46982,2,3,3,5,1,1,9
46983,1,9,18,1,5,1,7
46984,1,9,18,1,5,1,11
46985,2,9,9,3,5,1,4
46986,1,1,18,3,7,1,6
46987,1,9,8,4,6,1,7
46988,2,90,18,6,2,1,8
46989,2,9,9,0,3,2,8
46990,3,3,18,1,5,1,7
46991,1,19,18,3,7,1,9
46992,2,1,18,7,3,1,3
46993,1,9,7,4,6,1,4
46994,2,1,4,1,5,1,3
46995,1,11,18,6,2,1,9
46996,1,2,4,1,2,1,4
46997,2,9,18,2,2,1,8
46998,1,11,5,6,2,1,-1
46999,1,9,9,7,1,1,4
47000,1,9,18,6,2,2,5
47001,2,1,18,6,2,1,6
47002,1,9,4,2,6,1,10
47003,2,9,4,2,6,2,7
47004,1,9,4,1,5,1,5
47005,2,9,4,1,5,1,8
47006,1,11,4,6,1,3,7
47007,1,9,1,4,7,1,6
47008,1,9,9,4,8,1,5
47009,2,1,18,4,4,1,4
47010,1,9,9,7,6,1,7
47011,1,9,18,1,5,1,4
47012,1,19,2,0,0,3,-1
47013,2,21,18,8,4,1,5
47014,1,9,14,8,4,2,6
47015,2,11,14,4,8,1,6
47016,1,9,18,4,1,2,5
47017,2,9,12,4,2,2,6
47018,1,9,13,6,2,1,7
47019,2,9,9,6,4,2,6
47020,1,9,18,1,5,2,11
47021,1,4,13,7,6,1,6
47022,1,9,18,3,1,1,4
47023,1,9,18,2,5,1,6
47024,1,8,18,1,5,1,-1
47025,2,1,18,1,5,1,6
47026,1,9,6,6,2,2,7
47027,2,4,13,6,2,1,9
47028,1,9,1,3,7,3,7
47029,1,9,9,4,1,2,5
47030,2,9,18,2,5,2,8
47031,1,9,18,5,1,1,8
47032,1,9,2,0,0,3,-1
47033,2,9,18,5,1,1,7
47034,1,8,5,6,2,1,7
47035,1,9,5,8,4,1,9
47036,1,9,3,4,2,2,7
47037,1,8,9,1,5,1,7
47038,2,9,18,3,7,2,10
47039,1,9,3,3,7,2,6
47040,2,9,18,3,7,1,4
47041,1,9,18,7,7,1,8
47042,2,9,4,0,0,1,9
47043,3,90,18,3,7,1,6
47044,1,9,4,6,1,1,-1
47045,2,9,3,6,1,2,5
47046,1,9,5,6,2,2,6
47047,1,90,18,5,1,1,4
47048,1,9,9,7,4,1,4
47049,2,1,18,2,7,1,9
47050,1,9,18,7,3,2,11
47051,2,9,5,7,3,2,7
47052,3,9,2,0,0,1,9
47053,1,19,-1,8,4,1,9
47054,1,8,18,2,6,1,7
47055,2,19,9,2,6,1,7
47056,3,9,18,6,2,1,7
47057,1,9,18,5,3,1,5
47058,1,9,18,1,2,1,-1
47059,1,9,3,8,4,2,9
47060,2,21,3,8,4,1,9
47061,1,9,18,2,1,1,6
47062,2,9,18,1,2,1,7
47063,3,3,18,2,1,1,7
47064,1,5,18,3,1,1,9
47065,2,9,9,4,8,2,-1
47066,1,8,12,5,1,1,8
47067,1,19,18,3,7,1,8
47068,2,9,18,3,7,2,10
47069,1,9,3,7,1,1,-1
47070,1,9,9,6,4,1,6
47071,2,9,18,4,8,2,7
47072,3,11,18,8,4,1,8
47073,1,5,18,1,5,1,7
47074,1,9,18,1,1,1,11
47075,2,9,9,1,2,1,5
47076,1,5,13,3,7,1,7
47077,2,9,9,7,3,2,8
47078,1,9,18,1,5,2,8
47079,2,9,-1,-1,-1,1,5
47080,1,5,18,3,8,1,7
47081,2,19,11,4,8,1,7
47082,1,90,18,1,5,2,8
47083,2,9,2,5,5,1,7
47084,1,11,4,5,1,1,6
47085,1,11,18,5,1,2,9
47086,2,9,18,5,1,1,4
47087,1,9,18,7,1,3,-1
47088,2,11,-1,-1,-1,1,7
47089,1,9,2,5,2,2,7
47090,2,9,18,5,1,1,9
47091,1,9,18,1,5,2,9
47092,1,11,5,5,1,1,8
47093,1,11,3,5,1,2,9
47094,2,9,3,5,1,1,4
47095,1,11,5,4,8,1,6
47096,1,9,18,1,5,1,4
47097,1,11,4,-1,-1,1,7
47098,1,9,6,4,2,2,7
47099,2,5,13,4,8,1,9
47100,1,9,18,2,6,2,6
47101,2,9,2,0,0,3,-1
47102,3,9,4,0,0,3,-1
47103,1,9,18,1,5,1,-1
47104,1,9,4,3,7,1,9
47105,2,9,4,3,7,1,9
47106,1,9,15,5,1,2,11
47107,2,21,18,5,1,1,7
47108,1,9,9,2,6,1,-1
47109,2,1,18,6,2,1,6
47110,1,9,18,3,7,1,4
47111,2,9,10,3,7,2,7
47112,1,9,18,7,3,1,7
47113,1,1,18,2,5,1,10
47114,2,9,5,1,5,2,7
47115,1,9,18,5,1,2,7
47116,2,9,2,5,5,1,6
47117,1,9,9,7,4,2,4
47118,2,9,18,2,6,1,6
47119,2,9,3,2,6,2,7
47120,3,19,4,2,6,1,6
47121,1,9,9,4,3,1,6
47122,2,1,18,3,7,1,5
47123,1,9,18,5,8,1,-1
47124,1,9,18,1,5,2,6
47125,2,1,12,1,5,1,9
47126,1,9,18,5,7,3,6
47127,2,1,18,3,1,1,6
47128,1,8,18,1,3,1,7
47129,1,3,2,8,4,1,7
47130,2,9,1,4,8,1,8
47131,1,9,18,5,1,3,4
47132,2,16,18,4,8,2,7
47133,1,9,9,7,5,2,8
47134,2,19,10,7,5,1,8
47135,3,9,18,3,7,1,6
47136,4,9,2,3,7,3,-1
47137,1,23,18,1,5,1,4
47138,1,19,4,6,2,1,9
47139,2,9,2,2,4,2,8
47140,1,9,7,4,6,1,6
47141,2,1,18,8,4,1,4
47142,1,1,18,5,1,1,10
47143,2,1,18,5,1,1,7
47144,1,9,4,3,7,2,7
47145,2,9,4,2,2,1,-1
47146,1,9,18,5,1,1,11
47147,1,9,4,1,5,1,11
47148,2,1,18,8,4,1,7
47149,1,9,7,1,3,1,7
47150,2,1,18,3,7,1,3
47151,1,19,18,6,6,2,10
47152,2,1,18,2,6,1,9
47153,1,9,7,3,6,1,6
47154,1,9,18,3,7,3,-1
47155,1,9,5,7,3,2,5
47156,1,9,12,1,5,2,6
47157,2,21,18,1,5,1,9
47158,3,21,18,1,5,1,9
47159,1,1,18,5,1,1,3
47160,2,9,9,5,3,2,7
47161,1,9,7,3,5,2,8
47162,2,9,18,1,5,2,6
47163,1,9,5,3,1,1,7
47164,2,1,18,5,1,1,8
47165,1,9,9,5,2,2,4
47166,2,5,13,5,1,1,6
47167,1,98,18,8,5,1,7
47168,2,9,18,2,7,2,6
47169,1,9,18,8,4,3,-1
47170,2,9,18,8,4,1,7
47171,1,9,4,8,4,2,9
47172,1,9,18,6,1,1,9
47173,2,98,18,1,6,2,9
47174,3,9,18,6,1,2,5
47175,1,9,18,1,5,3,-1
47176,2,1,5,3,7,2,7
47177,1,9,6,8,1,2,9
47178,2,90,14,2,8,2,8
47179,1,9,18,4,8,1,6
47180,2,9,18,4,8,1,9
47181,1,9,4,7,3,1,7
47182,2,97,18,7,4,1,6
47183,1,9,3,5,1,2,7
47184,2,19,1,8,2,1,8
47185,1,5,18,7,3,1,10
47186,2,3,18,3,7,1,5
47187,1,9,7,3,7,1,6
47188,2,1,18,3,7,1,5
47189,1,9,18,7,3,1,6
47190,2,1,18,1,6,1,6
47191,1,9,18,1,5,1,7
47192,1,9,18,1,5,3,-1
47193,1,97,8,3,7,1,9
47194,2,9,8,3,7,1,7
47195,1,9,18,8,4,1,10
47196,1,9,3,5,6,2,7
47197,2,19,8,5,3,1,4
47198,1,9,18,-1,-1,3,-1
47199,1,9,9,5,3,1,8
47200,2,1,18,1,5,1,5
47201,1,9,2,0,0,2,10
47202,2,-1,18,3,7,2,3
47203,1,9,18,7,3,1,9
47204,2,9,18,7,3,1,5
47205,3,9,18,7,3,1,6
47206,1,11,18,2,5,1,8
47207,1,9,18,6,2,1,6
47208,2,1,18,8,4,1,8
47209,1,9,18,1,5,2,6
47210,2,9,2,0,0,1,7
47211,1,9,7,3,5,1,5
47212,2,1,18,3,7,1,4
47213,1,1,18,1,5,2,5
47214,2,9,2,0,0,2,5
47215,1,9,3,7,3,2,10
47216,1,9,18,4,8,1,4
47217,1,9,7,1,5,1,9
47218,1,9,5,8,4,2,7
47219,2,1,18,5,1,1,6
47220,1,9,3,2,6,1,6
47221,2,9,18,2,6,3,-1
47222,1,19,5,6,2,1,4
47223,2,21,18,4,1,1,6
47224,1,9,7,1,2,2,11
47225,1,9,6,7,3,2,10
47226,2,9,18,3,7,1,8
47227,1,9,18,2,6,2,7
47228,1,9,18,7,3,3,-1
47229,2,9,2,7,3,2,7
47230,1,11,18,5,1,1,8
47231,1,9,18,4,8,1,4
47232,2,9,18,4,8,1,4
47233,1,11,18,6,2,1,9
47234,2,9,7,6,1,3,-1
47235,1,3,15,5,1,1,6
47236,2,19,6,5,5,1,9
47237,1,9,6,3,3,2,10
47238,2,1,18,3,7,1,4
47239,1,19,18,7,3,3,-1
47240,2,9,18,7,2,2,6
47241,1,9,18,3,7,2,5
47242,1,9,9,1,7,2,6
47243,2,9,18,7,4,2,5
47244,1,1,18,4,1,1,8
47245,2,9,13,4,1,3,-1
47246,1,9,18,1,5,2,7
47247,2,21,18,5,1,1,9
47248,1,11,2,0,0,1,7
47249,1,9,18,4,8,2,6
47250,1,9,1,3,7,1,6
47251,1,9,2,0,0,3,-1
47252,2,9,18,3,7,2,9
47253,1,11,18,7,3,1,6
47254,2,1,18,7,3,1,9
47255,1,9,4,7,7,1,4
47256,1,9,18,4,8,1,6
47257,2,21,15,4,8,1,8
47258,1,9,18,1,4,1,5
47259,2,9,2,0,0,3,-1
47260,1,9,18,1,2,1,6
47261,2,9,5,1,2,1,8
47262,1,9,18,3,5,1,6
47263,2,9,18,6,2,2,6
47264,1,9,18,6,2,1,7
47265,2,11,18,6,2,1,7
47266,1,3,18,3,3,1,9
47267,2,9,18,3,3,2,9
47268,1,9,9,3,1,2,5
47269,2,1,18,1,5,1,6
47270,1,9,9,1,3,2,5
47271,2,3,18,3,7,1,4
47272,1,9,14,2,6,1,4
47273,2,9,10,4,2,1,6
47274,1,90,18,3,7,1,3
47275,1,19,18,5,2,1,11
47276,1,9,18,1,5,1,9
47277,2,90,11,3,7,1,3
47278,1,9,18,2,6,1,7
47279,1,20,18,7,3,1,5
47280,1,19,5,3,7,1,8
47281,2,1,5,3,7,2,8
47282,1,9,4,3,7,2,8
47283,2,9,2,3,7,2,8
47284,3,9,2,3,7,1,8
47285,1,19,18,1,7,1,-1
47286,2,9,3,1,5,2,8
47287,1,90,18,7,3,1,-1
